,vl_loss,vl_accuracy,vl_inner_loss,vl_inner_accuracy
0,1.033284306526184,80.17014265060425,0.4491884708404541,99.5312511920929
1,0.6722277998924255,84.92013812065125,0.16115301847457886,99.47916865348816
2,0.557902455329895,86.30208373069763,0.08677774667739868,99.6666669845581
3,0.49826696515083313,87.23264336585999,0.0688977986574173,99.34375286102295
4,0.46554553508758545,87.54166960716248,0.05650954693555832,99.21875
5,0.44301119446754456,87.61111497879028,0.039674121886491776,99.71874952316284
6,0.42379194498062134,88.1493091583252,0.049469418823719025,99.44791793823242
7,0.425417959690094,87.92361617088318,0.03571392223238945,99.75000023841858
8,0.4141075015068054,88.33333253860474,0.04380976781249046,99.37500357627869
9,0.402560830116272,88.42361569404602,0.03854643553495407,99.44791793823242
10,0.39242786169052124,88.69791626930237,0.03364298865199089,99.59375262260437
11,0.4014706313610077,88.01736235618591,0.03602907061576843,99.44791793823242
12,0.41921430826187134,88.09375166893005,0.052373867481946945,99.02083277702332
13,0.43024590611457825,87.25347518920898,0.034960560500621796,99.54167008399963
14,0.41752374172210693,87.32986450195312,0.03448031470179558,99.54167008399963
15,0.42493316531181335,87.22569942474365,0.058754514902830124,99.02083277702332
16,0.42003872990608215,87.88889050483704,0.030569132417440414,99.39583539962769
17,0.38144224882125854,88.57638835906982,0.030344486236572266,99.57292079925537
18,0.41362136602401733,87.74305582046509,0.03706229478120804,99.39583539962769
19,0.41065165400505066,88.1736159324646,0.059219181537628174,98.93749952316284
20,0.45910483598709106,86.55555844306946,0.0667678564786911,98.81250262260437
21,0.41611146926879883,87.73611187934875,0.050051551312208176,99.12500381469727
22,0.41789788007736206,87.25694417953491,0.029121002182364464,99.57292079925537
23,0.47485876083374023,86.38194799423218,0.07965059578418732,98.81250262260437
24,0.3726541996002197,88.31944465637207,0.023236457258462906,99.73958730697632
25,0.4132194221019745,87.53472566604614,0.045134007930755615,99.27083849906921
26,0.4120490849018097,87.79513835906982,0.05100390315055847,99.177086353302
27,0.4765793979167938,84.96528267860413,0.014473892748355865,99.89583492279053
28,0.3937411904335022,87.89583444595337,0.021960988640785217,99.68750476837158
29,0.39305076003074646,87.458336353302,0.012711728923022747,99.84375238418579
30,0.4029271602630615,87.47222423553467,0.02754889242351055,99.62500333786011
31,0.4216060936450958,87.03819513320923,0.023177867755293846,99.6666669845581
32,0.35480260848999023,88.79861235618591,0.010705645196139812,99.90625381469727
33,0.3729190528392792,87.98958659172058,0.007952439598739147,99.979168176651
34,0.3863179385662079,87.57638931274414,0.015043503604829311,99.89583492279053
35,0.398891419172287,87.47222423553467,0.028423015028238297,99.6458351612091
36,0.3938675820827484,87.80208826065063,0.02256104350090027,99.47916865348816
37,0.3902953565120697,87.73264288902283,0.01322844810783863,99.82292056083679
38,0.38069990277290344,87.94097304344177,0.01189777534455061,99.84375238418579
39,0.3973430395126343,87.72916793823242,0.016744690015912056,99.82292056083679
40,0.38514092564582825,87.61805891990662,0.014547601342201233,99.77083802223206
41,0.3902813196182251,87.42361068725586,0.014873108826577663,99.80208277702332
42,0.4022911787033081,87.28472590446472,0.02566354349255562,99.65625405311584
43,0.3667272627353668,88.56250047683716,0.01774132251739502,99.62500333786011
44,0.3915013372898102,87.55208253860474,0.012301910668611526,99.86458420753479
45,0.3950229287147522,87.69444823265076,0.015302447602152824,99.87500309944153
46,0.38203850388526917,87.99653053283691,0.021642833948135376,99.63541626930237
47,0.3893987238407135,88.13542127609253,0.022538240998983383,99.65625405311584
48,0.36056506633758545,88.63542079925537,0.01010455098003149,99.92708563804626
49,0.3983573615550995,87.57292032241821,0.02302384376525879,99.52083826065063
50,0.3968537151813507,87.437504529953,0.013134125620126724,99.86458420753479
51,0.37843358516693115,87.98264265060425,0.011919630691409111,99.89583492279053
52,0.3861285448074341,87.72916793823242,0.020071659237146378,99.70833659172058
53,0.3890722095966339,87.78472542762756,0.014391749165952206,99.77083802223206
54,0.37040311098098755,88.239586353302,0.015946336090564728,99.72916841506958
55,0.37377604842185974,88.40277791023254,0.01248849555850029,99.73958730697632
56,0.3764302730560303,87.97569870948792,0.010075761005282402,99.87500309944153
57,0.38067924976348877,88.13542127609253,0.019721567630767822,99.61458444595337
58,0.38477954268455505,87.91319727897644,0.01831582747399807,99.67708587646484
59,0.3944866955280304,87.40625381469727,0.010873349383473396,99.85417127609253
60,0.36284586787223816,88.45139145851135,0.01339193619787693,99.79166984558105
61,0.3570539057254791,88.48958611488342,0.013637308031320572,99.81250166893005
62,0.384590744972229,88.12152743339539,0.011815602891147137,99.83333349227905
63,0.3532181978225708,88.68750333786011,0.010979877784848213,99.937504529953
64,0.393230676651001,87.8125011920929,0.018381422385573387,99.67708587646484
65,0.3658914566040039,88.51389288902283,0.012534680776298046,99.82292056083679
66,0.3759400248527527,88.24999928474426,0.010286415927112103,99.81250166893005
67,0.3939954936504364,87.8333330154419,0.016652338206768036,99.72916841506958
68,0.37923648953437805,88.00347447395325,0.011296491138637066,99.87500309944153
69,0.3571401834487915,88.45833539962769,0.008344696834683418,99.91666674613953
70,0.3848799765110016,87.82986402511597,0.01624339073896408,99.82292056083679
71,0.35285595059394836,88.94097208976746,0.00807480700314045,99.89583492279053
72,0.3696829378604889,88.21181058883667,0.008452648296952248,99.87500309944153
73,0.3714122176170349,88.09375166893005,0.011160751804709435,99.83333349227905
74,0.3903474807739258,87.57292032241821,0.017757751047611237,99.73958730697632
75,0.36121341586112976,88.3263885974884,0.006722103804349899,99.96875524520874
76,0.3400450646877289,89.09028172492981,0.008378131315112114,99.90625381469727
77,0.3669312298297882,88.06597590446472,0.0054530370980501175,99.96875524520874
78,0.3712407946586609,88.260418176651,0.007888305000960827,99.91666674613953
79,0.39150241017341614,87.49653100967407,0.009208623319864273,99.91666674613953
80,0.3632427155971527,88.39583396911621,0.009494012221693993,99.82292056083679
81,0.38642653822898865,87.68402934074402,0.005508987233042717,99.958336353302
82,0.37549570202827454,88.09722661972046,0.008513197302818298,99.90625381469727
83,0.4049915373325348,87.51736283302307,0.01673446036875248,99.67708587646484
84,0.3714779317378998,88.2361114025116,0.0055672116577625275,99.958336353302
85,0.3601073622703552,88.75694870948792,0.008950199000537395,99.88542199134827
86,0.36750853061676025,88.20486068725586,0.005080747418105602,99.98958706855774
87,0.3474527597427368,88.86805772781372,0.007037613540887833,99.937504529953
88,0.3661324083805084,88.51389288902283,0.0124761201441288,99.77083802223206
89,0.3631151616573334,88.53472471237183,0.010528321377933025,99.86458420753479
90,0.39471057057380676,87.99305558204651,0.008013376966118813,99.87500309944153
91,0.37703558802604675,88.1909728050232,0.006944600492715836,99.91666674613953
92,0.367322713136673,88.31944465637207,0.008620250970125198,99.90625381469727
93,0.36845067143440247,88.40972185134888,0.0068279895931482315,99.90625381469727
94,0.37404006719589233,88.16319704055786,0.007990287616848946,99.91666674613953
95,0.4002940356731415,87.458336353302,0.00905938446521759,99.80208277702332
96,0.39367157220840454,87.64583468437195,0.011023580096662045,99.83333349227905
97,0.38482075929641724,88.21181058883667,0.012282307259738445,99.84375238418579
98,0.37626028060913086,88.03125023841858,0.009904411621391773,99.86458420753479
99,0.3712756335735321,88.38194608688354,0.009265176020562649,99.86458420753479
