,ts_inner_steps,ts_loss,ts_accuracy,ts_inner_loss,ts_inner_accuracy
0,1,0.6738857626914978,80.05819916725159,3.15910005569458,4.927884787321091
1,1,0.6777068972587585,80.04871010780334,3.160794973373413,5.180288478732109
2,1,0.6756899356842041,80.26378750801086,3.1500778198242188,4.759615287184715
3,1,0.694821298122406,79.5698344707489,3.1566543579101562,4.963942244648933
4,1,0.6665191054344177,80.54782152175903,3.15445613861084,5.1682692021131516
5,1,0.6873525977134705,79.73747253417969,3.1543662548065186,4.975961521267891
6,1,0.6927107572555542,79.63373064994812,3.1621317863464355,5.060096085071564
7,1,0.6753682494163513,80.1480233669281,3.162123203277588,4.567307606339455
8,1,0.672074556350708,80.21191954612732,3.168092727661133,5.132211372256279
9,1,0.6700258255004883,80.40295839309692,3.1605384349823,4.6995192766189575
10,3,0.6685404181480408,80.38208484649658,0.0029462072998285294,100.0
11,3,0.6926246881484985,79.8627257347107,0.002843407681211829,100.0
12,3,0.6759355664253235,80.0853967666626,0.0029381057247519493,100.0
13,3,0.6576553583145142,80.70154190063477,0.0029514438938349485,100.0
14,3,0.6696287989616394,80.35741448402405,0.0029491782188415527,99.98798370361328
15,3,0.6828556656837463,79.97785806655884,0.002781674964353442,100.0
16,3,0.6643373966217041,80.54149746894836,0.0027727941051125526,100.0
17,3,0.6752212047576904,80.20495772361755,0.002883726032450795,100.0
18,3,0.649766743183136,80.90207576751709,0.002866844879463315,100.0
19,3,0.671594500541687,80.23468852043152,0.0028784701135009527,100.0
20,5,0.6788374185562134,80.19800186157227,0.002259711269289255,100.0
21,5,0.679207980632782,80.02340197563171,0.002247610129415989,100.0
22,5,0.6711157560348511,80.33463954925537,0.0022658533416688442,100.0
23,5,0.6667462587356567,80.35804629325867,0.0022332430817186832,100.0
24,5,0.6660547256469727,80.29541969299316,0.0022235598880797625,100.0
25,5,0.6629180908203125,80.64334392547607,0.0021958686411380768,100.0
26,5,0.6588467359542847,80.62562942504883,0.0022225750144571066,100.0
27,5,0.6548110246658325,80.86095452308655,0.002228470053523779,100.0
28,5,0.6566547751426697,80.6914210319519,0.00226103444583714,100.0
29,5,0.6452581286430359,80.94192743301392,0.00217544031329453,100.0
30,10,0.6567345261573792,80.79769611358643,0.001567621948197484,100.0
31,10,0.6819435358047485,80.15055656433105,0.0015749781159684062,100.0
32,10,0.6695638298988342,80.29351830482483,0.0015913337701931596,100.0
33,10,0.6499921083450317,80.85715770721436,0.0015043504536151886,100.0
34,10,0.6649949550628662,80.52631616592407,0.001586359110660851,100.0
35,10,0.661675751209259,80.67623972892761,0.0015961232129484415,100.0
36,10,0.6407296657562256,81.10070824623108,0.0015699552604928613,100.0
37,10,0.6494207978248596,80.85652589797974,0.0015720600495114923,100.0
38,10,0.6539279818534851,80.84071278572083,0.0015130169922485948,100.0
39,10,0.6675463318824768,80.52947521209717,0.0016174771590158343,100.0
