,tr_loss,tr_accuracy,tr_inner_loss,tr_inner_accuracy
0,0.6880609866450814,81.26716041564941,1.649901758222019,19.775734901428223
1,0.409786821288221,88.9460797029383,1.6561331889208626,19.65441103542552
2,0.2472961632644429,93.75245599185719,1.6620987618670744,19.544117226320154
3,0.18044866533840404,95.32475864186006,1.662018102758071,20.52941109152401
4,0.14455548936829848,96.13235585829791,1.6737968430799597,19.764705181121826
5,0.12420302235028323,96.51715918148265,1.6722820646622603,19.911763976601993
6,0.10191518243621378,97.18015042473289,1.6730783160995035,20.257352380191577
7,0.09358104668995913,97.39828693165498,1.674396062598509,20.242646357592413
8,0.08600532592219465,97.47059003044578,1.6849034498719608,19.5294111476225
9,0.07744325675508555,97.73529613719268,1.6759198237867916,20.41911714217242
10,0.0699061750269988,98.01470767750459,1.6733549903420841,20.415440783781165
11,0.06834051549872931,98.01348360847024,1.6876182380844564,20.441175909603345
12,0.06589277526911567,98.04902177698472,1.6900125356281506,19.970587786506204
13,0.05970714931540629,98.19975662231445,1.6842228805317598,19.470587618210736
14,0.05427632195984616,98.37990412992589,1.6849908407996683,19.893381791956283
15,0.054209036204744786,98.32598114013672,1.6899845494943506,19.834558402790744
16,0.05080678741283277,98.46446317784927,1.6913464349858902,19.444852436290066
17,0.04974647468942053,98.4865213281968,1.6970253025784212,20.121322800131406
18,0.047821271616746396,98.57720790189855,1.6890940035090727,20.632352099699133
19,0.04648056286661064,98.55392276539521,1.6973952054977417,19.908087618210736
20,0.04284856901230181,98.66299101885627,1.6833269561038298,20.242646553937128
21,0.04112204739495235,98.7806380776798,1.6967260241508484,19.588234957526712
22,0.038701197680305034,98.83455859913545,1.6926522710744072,19.702205321368048
23,0.03758866854888551,98.84436326868394,1.684046513894025,20.19852896297679
24,0.03746791885179632,98.81004984238568,1.7023502307779648,19.89338156756233
25,0.03684519390192102,98.81127525778378,1.7037840415449703,19.661763976601993
26,0.036592218970112944,98.83823551851161,1.7035069676006542,20.05147025164436
27,0.03631232541931026,98.87254984238568,1.692641300313613,20.319852548487045
28,0.03456773855449522,98.89828513650333,1.7077180112109465,19.9669111476225
29,0.03125426419736708,99.02328468771542,1.7011804580688477,19.68014644174015
30,0.0328571683015017,98.95098136453068,1.7006246833240284,20.36764644174015
31,0.02999800366952139,99.0870096543256,1.703996998422286,20.591910979327032
32,0.02884762578041238,99.08701010311351,1.6983043025521671,20.312499214621152
33,0.0296925596673699,99.08455904792336,1.69878409539952,20.42647013944738
34,0.027641491635757333,99.10171643425437,1.6976998518495,20.356616917778464
35,0.02532164185472271,99.22181409948013,1.6936066711650175,19.897058543036966
36,0.02855246963308138,99.03676515467026,1.7187132099095512,19.84191131591797
37,0.026446359862080392,99.17279479082893,1.6982512754552506,19.845587534063004
38,0.026166130131220117,99.18995172837201,1.7015910884913277,20.102940839879654
39,0.028099298641523895,99.07965693754308,1.7170482873916626,19.08455820644603
40,0.025188935400151154,99.22303973927217,1.7025760482339298,20.20220526526956
41,0.02410308616783689,99.23284351124482,1.7026412872707142,20.26838196025175
42,0.023825611206976807,99.21201032750747,1.6994434384738697,20.088234789231244
43,0.023512480479172048,99.2512254153981,1.7012349998249727,20.602940531337964
44,0.025084631873623413,99.21446115830365,1.7248741388320923,19.96691103542552
45,0.026818756671512827,99.11642164342544,1.7203352521447575,19.772058374741498
46,0.023294083774089813,99.27083340813132,1.7145714058595545,19.749999607310574
47,0.025124317911617896,99.1997563979205,1.724717939601225,19.834558234495276
48,0.02583055981599233,99.15808868408203,1.737280901740579,19.944851875305176
49,0.022121845826725748,99.3014710370232,1.7236163966795977,20.09926436929142
