,ts_inner_steps,ts_loss,ts_accuracy,ts_inner_loss,ts_inner_accuracy
0,1,0.060808394104242325,98.02563786506653,1.706053614616394,20.076923072338104
1,1,0.07030297070741653,97.67307043075562,1.717666506767273,20.057691633701324
2,1,0.06559678167104721,97.9038417339325,1.711237907409668,20.365384221076965
3,1,0.06236134469509125,97.82050848007202,1.723737359046936,19.20192241668701
4,1,0.05880344286561012,98.04166555404663,1.703516960144043,19.894230365753174
5,1,0.06296095997095108,97.95191884040833,1.7236934900283813,18.98076981306076
6,1,0.061238277703523636,98.01602363586426,1.7002511024475098,20.442306995391846
7,1,0.06521674990653992,97.83332943916321,1.714714527130127,20.259615778923035
8,1,0.0645952895283699,97.92948365211487,1.7062351703643799,19.865384697914124
9,1,0.05958433449268341,98.07692170143127,1.703776240348816,20.182693004608154
10,3,0.060124609619379044,98.150634765625,0.0010868789395317435,100.0
11,3,0.059418871998786926,98.20191860198975,0.0011162909213453531,100.0
12,3,0.062190089374780655,97.94871211051941,0.0009978989837691188,100.0
13,3,0.06112435832619667,97.86537885665894,0.0014652713434770703,99.99038577079773
14,3,0.059245266020298004,98.04486632347107,0.0011208687210455537,100.0
15,3,0.061063822358846664,97.98076748847961,0.001319807255640626,99.99038577079773
16,3,0.06395351886749268,97.89422750473022,0.0012173859868198633,99.99038577079773
17,3,0.05644857510924339,98.07692170143127,0.0012234110618010163,99.99038577079773
18,3,0.05875473842024803,98.08012247085571,0.001118698506616056,100.0
19,3,0.06396176666021347,97.94871211051941,0.0011211432283744216,100.0
20,5,0.06579814851284027,97.85255789756775,0.0008476552902720869,100.0
21,5,0.06254246085882187,97.9198694229126,0.000842010835185647,100.0
22,5,0.06118427962064743,97.96473979949951,0.0007671145722270012,100.0
23,5,0.05327949672937393,98.22756052017212,0.0008071798365563154,100.0
24,5,0.05966653302311897,97.97435402870178,0.0007611893233843148,100.0
25,5,0.05921207740902901,98.12179207801819,0.0008639596635475755,100.0
26,5,0.05973673611879349,98.0512797832489,0.000770463899243623,100.0
27,5,0.058480460196733475,97.92307615280151,0.000775976397562772,100.0
28,5,0.06242038682103157,97.96473979949951,0.0008139540441334248,100.0
29,5,0.058353763073682785,98.11537861824036,0.0008380125509575009,100.0
30,10,0.06985840201377869,97.84294366836548,0.0005585927865467966,100.0
31,10,0.05965299904346466,97.94230461120605,0.0005614769761450589,100.0
32,10,0.06109531968832016,97.9775607585907,0.0005543638835661113,100.0
33,10,0.06044138967990875,98.06730151176453,0.00056110555306077,100.0
34,10,0.05986914783716202,98.13781976699829,0.0005618027062155306,100.0
35,10,0.0583796463906765,98.06730151176453,0.0005583326565101743,100.0
36,10,0.056391771882772446,98.18589091300964,0.0005743172368966043,100.0
37,10,0.057932298630476,98.0929434299469,0.0005747491377405822,100.0
38,10,0.053913414478302,98.20191860198975,0.0005733557627536356,100.0
39,10,0.05397990345954895,98.31089377403259,0.0005641228053718805,100.0
