,ts_inner_steps,ts_loss,ts_accuracy,ts_inner_loss,ts_inner_accuracy
0,1,0.18279436230659485,93.70951056480408,1.6350528001785278,20.961537957191467
1,1,0.18324823677539825,93.80313754081726,1.6359400749206543,20.240384340286255
2,1,0.17316195368766785,94.20040249824524,1.6377955675125122,19.711539149284363
3,1,0.19280953705310822,93.60070824623108,1.6353031396865845,20.432692766189575
4,1,0.1777164340019226,94.1017210483551,1.6388996839523315,20.240384340286255
5,1,0.18386965990066528,93.85374188423157,1.6377766132354736,20.336538553237915
6,1,0.19477201998233795,93.37297677993774,1.634406566619873,20.961537957191467
7,1,0.16955599188804626,94.18016076087952,1.6396576166152954,19.951923191547394
8,1,0.18829527497291565,93.55515837669373,1.637423038482666,19.519230723381042
9,1,0.1942261904478073,93.66649389266968,1.639614224433899,20.336538553237915
10,3,0.17067377269268036,94.21811699867249,0.008131351321935654,99.95192289352417
11,3,0.18327437341213226,93.81831884384155,0.0013244787696748972,100.0
12,3,0.19070231914520264,93.48937273025513,0.0012129497481510043,100.0
13,3,0.17166081070899963,94.26872134208679,0.0017251556273549795,99.95192289352417
14,3,0.17230363190174103,94.10424828529358,0.0011493659112602472,100.0
15,3,0.17835520207881927,94.01315450668335,0.00259959208779037,99.95192289352417
16,3,0.1693364977836609,94.35222744941711,0.0014048150042071939,100.0
17,3,0.17101837694644928,94.11436915397644,0.0012072239769622684,100.0
18,3,0.18991266191005707,93.82843971252441,0.0027743333484977484,99.95192289352417
19,3,0.18929924070835114,93.74746680259705,0.0012912638485431671,100.0
20,5,0.17391356825828552,94.09666061401367,0.000915954471565783,100.0
21,5,0.17329393327236176,94.13208365440369,0.0008451225585304201,100.0
22,5,0.1803731471300125,93.87904405593872,0.0008532070205546916,100.0
23,5,0.18279777467250824,93.92712116241455,0.0027924315072596073,99.95192289352417
24,5,0.1689225435256958,94.40030455589294,0.0008613437530584633,100.0
25,5,0.16389328241348267,94.47115063667297,0.0008587143965996802,100.0
26,5,0.17499379813671112,94.18774843215942,0.0009143860661424696,100.0
27,5,0.17954641580581665,94.01315450668335,0.0008961913990788162,100.0
28,5,0.1863815188407898,93.7727689743042,0.0010282170260325074,100.0
29,5,0.16599434614181519,94.4762110710144,0.0008769018459133804,100.0
30,10,0.16930119693279266,94.34210062026978,0.0006277041393332183,100.0
31,10,0.1640769988298416,94.55212354660034,0.0005905002471990883,100.0
32,10,0.17622388899326324,94.02327537536621,0.0006090439856052399,100.0
33,10,0.17271877825260162,94.30415034294128,0.0006239783251658082,100.0
34,10,0.1837102621793747,93.75252723693848,0.0006109924870543182,100.0
35,10,0.16640150547027588,94.38511729240417,0.0006221822695806623,100.0
36,10,0.16154763102531433,94.60779428482056,0.0006070371600799263,100.0
37,10,0.16624906659126282,94.46356296539307,0.0006051213713362813,100.0
38,10,0.1809476912021637,93.9448356628418,0.0006237690686248243,100.0
39,10,0.17929121851921082,94.01821494102478,0.0006273018079809844,100.0
