,ts_inner_steps,ts_loss,ts_accuracy,ts_inner_loss,ts_inner_accuracy
0,1,0.30259209871292114,89.70900774002075,1.6324219703674316,20.144230127334595
1,1,0.3017732799053192,89.68876600265503,1.6332818269729614,20.192307233810425
2,1,0.2932785749435425,90.1872456073761,1.6346986293792725,20.192307233810425
3,1,0.3018355071544647,90.03542065620422,1.643359899520874,19.951923191547394
4,1,0.3005770742893219,90.01265168190002,1.644599437713623,19.519230723381042
5,1,0.2982902228832245,90.0303602218628,1.6460955142974854,20.048077404499054
6,1,0.3045984208583832,89.89625573158264,1.642802119255066,19.13461536169052
7,1,0.29666396975517273,90.25556445121765,1.6340986490249634,20.144230127334595
8,1,0.29147112369537354,90.57438969612122,1.6375476121902466,20.048077404499054
9,1,0.296344131231308,90.13916850090027,1.6379139423370361,20.144230127334595
10,3,0.236130952835083,92.54807233810425,0.01188655011355877,99.90384578704834
11,3,0.2378043383359909,92.77580976486206,0.011597903445363045,99.90384578704834
12,3,0.2470960021018982,92.34564900398254,0.012012677267193794,99.95192289352417
13,3,0.2503288984298706,92.36841797828674,0.01722109131515026,99.71153736114502
14,3,0.23529008030891418,92.71761178970337,0.013086897321045399,99.85576868057251
15,3,0.2399502992630005,92.61639714241028,0.011949686333537102,99.95192289352417
16,3,0.23594991862773895,92.81376600265503,0.012894169427454472,99.90384578704834
17,3,0.23193156719207764,92.95799136161804,0.015187623910605907,99.85576868057251
18,3,0.23471654951572418,92.9453432559967,0.014953655190765858,99.85576868057251
19,3,0.257404088973999,92.26214289665222,0.018596142530441284,99.71153736114502
20,5,0.2404831051826477,92.33805537223816,0.005856991745531559,100.0
21,5,0.2433287501335144,92.18116998672485,0.005745765287429094,100.0
22,5,0.23994429409503937,92.75050163269043,0.006565870251506567,99.95192289352417
23,5,0.24998976290225983,92.12550520896912,0.006100414786487818,100.0
24,5,0.22695502638816833,92.87955164909363,0.005804924760013819,100.0
25,5,0.23334209620952606,92.75809526443481,0.006016460247337818,100.0
26,5,0.22201243042945862,93.19837689399719,0.005895594600588083,100.0
27,5,0.24955058097839355,91.9838011264801,0.005910192616283894,100.0
28,5,0.22891469299793243,92.84665584564209,0.0058638835325837135,100.0
29,5,0.22438836097717285,93.3400809764862,0.006106741726398468,100.0
30,10,0.22012029588222504,93.05920600891113,0.003409377299249172,100.0
31,10,0.21747304499149323,93.12753081321716,0.003400804940611124,100.0
32,10,0.2301221787929535,92.62904524803162,0.0034019802697002888,100.0
33,10,0.226384237408638,92.77833700180054,0.003406417090445757,100.0
34,10,0.2353777289390564,92.51770973205566,0.003437588457018137,100.0
35,10,0.23825378715991974,92.5227701663971,0.003391351317986846,100.0
36,10,0.21577973663806915,93.19837689399719,0.003441690932959318,100.0
37,10,0.21500959992408752,93.35778951644897,0.003392663784325123,100.0
38,10,0.21927690505981445,92.89473295211792,0.0033657210879027843,100.0
39,10,0.2195088118314743,92.9453432559967,0.003382611321285367,100.0
