,tr_loss,tr_accuracy,tr_inner_loss,tr_inner_accuracy
0,1.0218229188638575,62.693500743192786,0.1746901264962028,99.87132352941177
1,0.8875151732388664,68.30205367593204,0.16414773508029826,99.92647058823529
2,0.7798471520928776,72.70414329977596,0.1543215776191038,99.92647058823529
3,0.7183320469716016,75.25638737398036,0.14095568306305828,99.90808823529412
4,0.6654623711810392,77.20008087158203,0.12497069555170395,99.92647058823529
5,0.6233300759511835,79.12442196116729,0.10803372237612219,100.0
6,0.5489403097068563,82.2958625344669,0.09804669636137345,99.90808823529412
7,0.48350295599769144,84.91292998370002,0.08561163088854622,99.92647058823529
8,0.4215996957877103,87.36261839025161,0.07766155832830597,99.92647058823529
9,0.3725508013192345,89.36242496266084,0.06894630379974842,99.88970588235294
10,0.35528559632161083,89.93808409746956,0.05930939097614849,99.98161764705883
11,0.33364318574176116,90.68692218556123,0.05527759387212641,99.79779411764706
12,0.3134053971837549,91.32740290024701,0.051190096775398534,99.8529411764706
13,0.2941536035607843,91.95240312464097,0.04619489139055505,99.77941176470588
14,0.28526245539679246,92.22620212330537,0.042387071120388364,99.8529411764706
15,0.2952165020739331,91.98916760612937,0.04239676914670888,99.70588235294117
16,0.26881668278399634,92.7273640352137,0.03823597718249349,99.8529411764706
17,0.25993690508253436,93.08824000639073,0.036909321761306596,99.76102941176471
18,0.2470150655683349,93.42589277379653,0.0330867473693455,99.8529411764706
19,0.2432059645652771,93.63003338084502,0.02987515849663931,99.8529411764706
20,0.2374329759794123,93.78193193323472,0.030524795984520632,99.77941176470588
21,0.24067045835887685,93.56231061150046,0.03126362234573154,99.74264728321748
22,0.235659200917272,93.59326979693245,0.027612476171377826,99.8345588235294
23,0.23549726430107565,93.65325456507065,0.027198572971803302,99.8345588235294
24,0.22580832155311809,93.91931399177102,0.030181388151558006,99.70588235294117
25,0.2427449520019924,93.46072365255917,0.028928952729877305,99.65073529411765
26,0.22150281466105404,94.16602437636432,0.025349601993665975,99.74264705882354
